Time,intRad_wes,intCon_wes,intLat_wes,intRad_hal,intCon_hal,intLat_hal,intRad_eas,intLat_eas,intCon_eas
223800,8,8,4,0.8,0.8,0.4,8,4,8
224100,8,8,4,0.8,0.8,0.4,8,4,8
224400,8,8,4,0.8,0.8,0.4,8,4,8
224700,8,8,4,0.8,0.8,0.4,8,4,8
225000,8,8,4,0.8,0.8,0.4,8,4,8
225300,8,8,4,0.8,0.8,0.4,8,4,8
225600,8,8,4,0.8,0.8,0.4,8,4,8
225900,8,8,4,0.8,0.8,0.4,8,4,8
226200,8,8,4,0.8,0.8,0.4,8,4,8
226500,8,8,4,0.8,0.8,0.4,8,4,8
226800,8,8,4,0.8,0.8,0.4,8,4,8
227100,8,8,4,0.8,0.8,0.4,8,4,8
227400,8,8,4,0.8,0.8,0.4,8,4,8
227700,8,8,4,0.8,0.8,0.4,8,4,8
228000,8,8,4,0.8,0.8,0.4,8,4,8
228300,8,8,4,0.8,0.8,0.4,8,4,8
228600,8,8,4,0.8,0.8,0.4,8,4,8
228900,8,8,4,0.8,0.8,0.4,8,4,8
229200,8,8,4,0.8,0.8,0.4,8,4,8
229500,8,8,4,0.8,0.8,0.4,8,4,8
229800,8,8,4,0.8,0.8,0.4,8,4,8
230100,8,8,4,0.8,0.8,0.4,8,4,8
230400,8,8,4,0.8,0.8,0.4,8,4,8
230700,8,8,4,0.8,0.8,0.4,8,4,8
231000,8,8,4,0.8,0.8,0.4,8,4,8
231300,8,8,4,0.8,0.8,0.4,8,4,8
231600,8,8,4,0.8,0.8,0.4,8,4,8
231900,8,8,4,0.8,0.8,0.4,8,4,8
232200,8,8,4,0.8,0.8,0.4,8,4,8
232500,8,8,4,0.8,0.8,0.4,8,4,8
232800,8,8,4,0.8,0.8,0.4,8,4,8
233100,8,8,4,0.8,0.8,0.4,8,4,8
233400,8,8,4,0.8,0.8,0.4,8,4,8
233700,8,8,4,0.8,0.8,0.4,8,4,8
234000,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
234300,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
234600,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
234900,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
235200,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
235500,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
235800,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
236100,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
236400,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
236700,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
237000,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
237300,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
237600,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
237900,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
238200,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
238500,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
238800,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
239100,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
239400,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
239700,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
240000,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
240300,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
240600,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
240900,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
241200,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
241500,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
241800,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
242100,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
242400,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
242700,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
243000,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
243300,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
243600,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
243900,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
244200,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
244500,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
244800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
245100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
245400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
245700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
246000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
246300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
246600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
246900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
247200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
247500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
247800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
248100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
248400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
248700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
249000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
249300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
249600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
249900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
250200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
250500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
250800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
251100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
251400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
251700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
252000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
252300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
252600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
252900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
253200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
253500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
253800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
254100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
254400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
254700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
255000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
255300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
255600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
255900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
256200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
256500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
256800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
257100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
257400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
257700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
258000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
258300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
258600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
258900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
259200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
259500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
259800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
260100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
260400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
260700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
261000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
261300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
261600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
261900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
262200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
262500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
262800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
263100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
263400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
263700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
264000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
264300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
264600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
264900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
265200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
265500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
265800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
266100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
266400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
266700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
267000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
267300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
267600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
267900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
268200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
268500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
268800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
269100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
269400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
269700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
270000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
270300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
270600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
270900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
271200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
271500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
271800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
272100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
272400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
272700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
273000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
273300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
273600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
273900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
274200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
274500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
274800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
275100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
275400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
275700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
276000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
276300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
276600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
276900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
277200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
277500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
277800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
278100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
278400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
278700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
279000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
279300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
279600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
279900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
280200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
280500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
280800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
281100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
281400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
281700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
282000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
282300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
282600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
282900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
283200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
283500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
283800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
284100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
284400,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
284700,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
285000,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
285300,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
285600,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
285900,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
286200,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
286500,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
286800,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
287100,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
287400,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
287700,0.4,0.4,0.2,0.8,0.8,0.4,0.4,0.2,0.4
288000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
288300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
288600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
288900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
289200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
289500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
289800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
290100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
290400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
290700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
291000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
291300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
291600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
291900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
292200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
292500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
292800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
293100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
293400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
293700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
294000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
294300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
294600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
294900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
295200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
295500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
295800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
296100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
296400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
296700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
297000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
297300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
297600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
297900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
298200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
298500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
298800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
299100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
299400,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
299700,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
300000,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
300300,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
300600,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
300900,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
301200,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
301500,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
301800,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
302100,7.2,7.2,3.6,0.8,0.8,0.4,7.2,3.6,7.2
302400,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
302700,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
303000,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
303300,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
303600,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
303900,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
304200,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
304500,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
304800,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
305100,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
305400,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
305700,6.4,6.4,3.2,0.8,0.8,0.4,6.4,3.2,6.4
306000,8,8,4,0.8,0.8,0.4,8,4,8
306300,8,8,4,0.8,0.8,0.4,8,4,8
306600,8,8,4,0.8,0.8,0.4,8,4,8
306900,8,8,4,0.8,0.8,0.4,8,4,8
307200,8,8,4,0.8,0.8,0.4,8,4,8
307500,8,8,4,0.8,0.8,0.4,8,4,8
307800,8,8,4,0.8,0.8,0.4,8,4,8
308100,8,8,4,0.8,0.8,0.4,8,4,8
308400,8,8,4,0.8,0.8,0.4,8,4,8
308700,8,8,4,0.8,0.8,0.4,8,4,8
309000,8,8,4,0.8,0.8,0.4,8,4,8
309300,8,8,4,0.8,0.8,0.4,8,4,8
309600,8,8,4,0.8,0.8,0.4,8,4,8
309900,8,8,4,0.8,0.8,0.4,8,4,8
310200,8,8,4,0.8,0.8,0.4,8,4,8
310500,8,8,4,0.8,0.8,0.4,8,4,8
310800,8,8,4,0.8,0.8,0.4,8,4,8
311100,8,8,4,0.8,0.8,0.4,8,4,8
311400,8,8,4,0.8,0.8,0.4,8,4,8
311700,8,8,4,0.8,0.8,0.4,8,4,8
312000,8,8,4,0.8,0.8,0.4,8,4,8
312300,8,8,4,0.8,0.8,0.4,8,4,8
312600,8,8,4,0.8,0.8,0.4,8,4,8
312900,8,8,4,0.8,0.8,0.4,8,4,8
313200,8,8,4,0.8,0.8,0.4,8,4,8
313500,8,8,4,0.8,0.8,0.4,8,4,8
313800,8,8,4,0.8,0.8,0.4,8,4,8
314100,8,8,4,0.8,0.8,0.4,8,4,8
314400,8,8,4,0.8,0.8,0.4,8,4,8
314700,8,8,4,0.8,0.8,0.4,8,4,8
315000,8,8,4,0.8,0.8,0.4,8,4,8
315300,8,8,4,0.8,0.8,0.4,8,4,8
315600,8,8,4,0.8,0.8,0.4,8,4,8
315900,8,8,4,0.8,0.8,0.4,8,4,8
316200,8,8,4,0.8,0.8,0.4,8,4,8
316500,8,8,4,0.8,0.8,0.4,8,4,8
316800,8,8,4,0.8,0.8,0.4,8,4,8
317100,8,8,4,0.8,0.8,0.4,8,4,8
317400,8,8,4,0.8,0.8,0.4,8,4,8
317700,8,8,4,0.8,0.8,0.4,8,4,8
318000,8,8,4,0.8,0.8,0.4,8,4,8
318300,8,8,4,0.8,0.8,0.4,8,4,8
318600,8,8,4,0.8,0.8,0.4,8,4,8
318900,8,8,4,0.8,0.8,0.4,8,4,8
319200,8,8,4,0.8,0.8,0.4,8,4,8
319500,8,8,4,0.8,0.8,0.4,8,4,8
319800,8,8,4,0.8,0.8,0.4,8,4,8
320100,8,8,4,0.8,0.8,0.4,8,4,8
320400,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
320700,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
321000,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
321300,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
321600,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
321900,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
322200,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
322500,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
322800,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
323100,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
323400,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
323700,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
324000,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
324300,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
324600,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
324900,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
325200,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
325500,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
325800,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
326100,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
326400,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
326700,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
327000,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
327300,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.4,0.8
327600,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
327900,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
328200,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
328500,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
328800,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
329100,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
329400,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
329700,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
330000,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
330300,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
330600,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
330900,0.8,0.8,0.4,0.4,0.4,0.2,0.8,0.4,0.8
331200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
331500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
331800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
332100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
332400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
332700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
333000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
333300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
333600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
333900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
334200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
334500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
334800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
335100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
335400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
335700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
336000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
336300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
336600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
336900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
337200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
337500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
337800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
338100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4
